bad	1.850791	5.385261	3.8508189
bag	5.975658	3.366132	4.4178867
ball	5.866436	6.3751597	5.272811
chairman	6.2927675	4.706702	6.279564
contemplation	6.9680676	4.9361343	6.315732
delightful	8.2657	4.864546	5.9900875
disgusting	2.5645528	5.084033	3.3829677
donkey	5.5068836	4.60916	4.4594
evil	3.1139722	6.104396	4.7209525
excellent	7.0106316	4.2180877	6.130809
face	5.0414286	4.610386	4.596743
fiction	4.9846387	5.1639237	5.3235874
fortunate	6.5490074	6.332816	5.912934
gas	5.3822746	4.074215	4.3583126
good	6.6982183	5.072491	6.1275744
happy	8.353073	5.195322	5.8198915
hate	2.163412	6.5548935	3.7125368
horrible	1.7959104	7.5421715	4.344748
lane	3.9798536	4.8870697	4.151049
love	6.1455717	5.7340817	5.2497272
lovely	7.890638	4.3468137	5.505002
multitude	5.490198	6.1299686	5.831811
ounce	5.300872	3.7887416	3.9245849
part	5.710845	4.310559	5.1493998
perfect	8.370434	3.5051384	6.459222
pin	4.7803044	3.8603892	3.7637289
pleasant	7.0195494	3.9032178	4.783127
poor	4.459832	5.9770093	4.6671677
quilt	5.217909	4.1596794	4.1760273
relationship	5.700808	4.473678	5.200681
risk	4.1063585	6.4809074	4.712673
savage	3.8021145	5.974011	5.069777
stroke	3.2230384	5.5091386	4.4294753
tree	6.87974	3.8356395	5.5744452
twist	4.741379	4.278332	3.9724429
unfortunate	3.7071989	6.5873265	4.8419952
unhappy	3.3206668	6.471099	4.3877807
unpleasant	3.1990452	5.838115	3.734606
word	5.4233794	4.0207996	5.2151446
