bad	4.825052919581042	5.118268484509795	5.015638388494398
bag	4.969591413009959	4.846945312814832	4.774066489607931
ball	4.965818351394152	4.955164805464093	4.862153454021348
chairman	5.165379319735385	4.973395045463285	5.279805558682769
contemplation	5.13748669992223	5.001826145043017	5.178845002340515
delightful	5.291959639007844	4.86632069089016	5.073829295463686
disgusting	4.908795067898485	5.024526279338393	4.97783492538007
donkey	5.0385997399582845	4.900255376872291	4.8127261303172775
evil	4.8673358008047725	5.146693025752694	5.148962058823637
excellent	5.2608218057775735	4.847839817799943	5.121165466385904
face	4.949481107576041	4.98821051047453	4.879773723254512
fiction	5.1073483128375825	4.995425408135192	5.174606402760498
fortunate	5.051870238695465	5.0964511197860105	5.163593427281261
gas	5.09486091867499	4.772940611783806	4.863163959203709
good	5.057255371155684	5.0157511010740725	5.083844974164838
happy	5.131463164605628	5.015729394785982	5.090092617459485
hate	4.790102824111323	5.196503375853416	4.957362101865539
horrible	4.685432206089421	5.187518336510762	4.89957700638757
lane	5.043276348297079	4.875352621521731	4.866234643028516
love	5.0166903562234655	5.06523390021434	5.030432813107709
lovely	5.152407999248392	4.915969712145418	4.969818504804437
multitude	4.969812403143527	5.087636106768895	5.092129431880889
ounce	5.04572165022438	4.797685909075191	4.894273321519721
part	5.106224118331438	4.922026086466669	5.135611995975139
perfect	5.149673850600104	4.948689305871304	5.158546141562722
pin	5.028980101114242	4.763476307953125	4.792004747911384
pleasant	5.195285549796615	4.8592304093332155	4.948990395077694
poor	4.884564806147464	5.045944072919849	4.919644496041806
quilt	5.069511629488346	4.8136408611937025	4.860243801940845
relationship	5.045900091046047	5.059518008632462	5.1911971549977824
risk	4.819279405751199	5.162994452964795	5.027740180271962
savage	4.83901267833444	5.167467977973683	5.03331685514672
stroke	4.819923655623441	5.086883774288581	4.892395047546812
tree	5.080194260267333	4.793587276883906	4.870093933296086
twist	4.950721053902352	4.8740254193500885	4.795572680223104
unfortunate	4.873238500983498	5.18813981838193	5.119293588328844
unhappy	4.84318639754	5.180974777983854	5.040908017261571
unpleasant	4.954131283096459	5.047624189720802	4.995629109046755
word	4.995900046008703	5.052213225230873	5.104036983883419
