bad	3.9375353	4.8846636	4.0487313
bag	4.670574	3.9215648	4.0552754
ball	5.8885145	5.2328925	5.4210944
chairman	5.650543	4.8911924	6.2644844
contemplation	7.0199385	4.250033	6.0730734
delightful	8.685887	4.43615	6.1970935
disgusting	2.1647646	5.906974	3.5014355
donkey	5.628926	4.92961	4.579728
evil	3.9818537	5.8089294	5.0715
excellent	7.6270046	4.3973703	6.3241534
face	5.496338	4.606242	4.797272
fiction	5.588134	5.815072	5.916549
fortunate	6.098543	5.897202	5.9752016
gas	5.0966578	4.457921	3.9481187
good	6.399865	4.636794	5.3709273
happy	7.248063	4.387788	5.1948147
hate	3.6696613	5.785167	4.920745
horrible	1.497787	7.096154	3.7855675
lane	4.0761013	4.058096	3.4985955
love	5.9836493	4.8132124	5.002344
lovely	7.446029	5.1004267	5.861348
multitude	5.098041	5.8151593	5.2127886
ounce	5.178713	4.7560782	4.2233434
part	5.6386566	4.3207755	5.175551
perfect	7.1426353	4.128289	5.9561834
pin	4.244404	3.4525232	3.4988837
pleasant	7.253129	3.7872975	4.509943
poor	4.419136	4.7577567	4.067894
quilt	5.3409724	3.6453536	3.9385266
relationship	6.0801873	4.2018175	5.366403
risk	4.686564	6.2739387	5.084901
savage	4.4320164	6.151509	5.539656
stroke	4.5352144	6.3339777	5.053234
tree	5.637148	3.575529	4.3301697
twist	3.6425574	5.384825	4.3135176
unfortunate	3.7452154	6.2963495	4.7144265
unhappy	3.0616324	6.1093464	3.561944
unpleasant	3.4045465	4.5352435	2.6833467
word	5.2083955	4.2366085	4.795132
